parcel_id,property_name,street_address,city,state,zip,latitude,longitude,owner_name,owner_mailing_address,property_classification,building_area,year_built,source,source_date,lead_priority,visual_review_status,assigned_rep,outreach_status,notes,google_maps_url,google_earth_url,assessed_value
29 00 02 2 022 003.000,BIRMINGHAM PROPERTY GROUP LLC,29 3RD ST S,Birmingham,AL,35205,33.5006089,-86.8286177,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVENUE NORTH   SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.060Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5006089,-86.8286177","https://earth.google.com/web/search/33.5006089,-86.8286177",5700
29 00 02 2 022 007.000,BIRMINGHAM PROPERTY GROUP LLC,45 3RD ST S,Birmingham,AL,35205,33.5002336,-86.8282774,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N    SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.060Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5002336,-86.8282774","https://earth.google.com/web/search/33.5002336,-86.8282774",3000
29 00 02 2 022 009.000,BIRMINGHAM PROPERTY GROUP LLC,49 3RD ST S,Birmingham,AL,35205,33.5002143,-86.8282788,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.063Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5002143,-86.8282788","https://earth.google.com/web/search/33.5002143,-86.8282788",3000
29 00 02 2 022 012.000,BIRMINGHAM PROPERTY GROUP LLC,55 3RD ST S,Birmingham,AL,35205,33.5005626,-86.8285985,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N   SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.063Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5005626,-86.8285985","https://earth.google.com/web/search/33.5005626,-86.8285985",3000
29 00 02 2 022 013.000,BIRMINGHAM PROPERTY GROUP LLC,57 3RD ST S,Birmingham,AL,35205,33.500559,-86.8285968,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N  STE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.063Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.500559,-86.8285968","https://earth.google.com/web/search/33.500559,-86.8285968",3000
29 00 02 2 022 015.000,GARNER MARIE L & HENRY PATTON,312 IOTA AVE,Birmingham,AL,35205,33.4998465,-86.8276828,GARNER MARIE L & HENRY PATTON,"1704 7TH AVE W, BIRMINGHAM, AL, 35208-2304",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:25.050Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4998465,-86.8276828","https://earth.google.com/web/search/33.4998465,-86.8276828",10300
29 00 02 2 022 024.000,KENNEDY DEV PROPERTIES INC,345 THETA AVE S,Birmingham,AL,35205,33.5005852,-86.8271312,KENNEDY DEV PROPERTIES INC,"P O BOX 110014, BIRMINGHAM, AL, 35211",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:37.010Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5005852,-86.8271312","https://earth.google.com/web/search/33.5005852,-86.8271312",6200
29 00 02 2 022 025.000,WHITE VIRGINIA M,341 THETA AVE S,Birmingham,AL,35205,33.5005877,-86.8271797,WHITE VIRGINIA M,"1226 N CENTRAL AVE, CHICAGO, IL, 60651-1247",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:09.200Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5005877,-86.8271797","https://earth.google.com/web/search/33.5005877,-86.8271797",6200
29 00 02 2 023 009.000,JARED MILLER,40 OMEGA ST,Birmingham,AL,35205,33.5015217,-86.8264558,JARED MILLER,"6814 TRAILBLAZER WAY, DALLAS, TX, 75236",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:34.173Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5015217,-86.8264558","https://earth.google.com/web/search/33.5015217,-86.8264558",3000
29 00 02 2 024 012.000,BIRMINGHAM PROPERTY GROUP LLC,413 THETA AVE S,Birmingham,AL,35205,33.5005117,-86.8258131,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.063Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5005117,-86.8258131","https://earth.google.com/web/search/33.5005117,-86.8258131",3700
29 00 02 2 024 016.000,WILLIAMS MARGARET I (R/S),107 OMEGA ST,Birmingham,AL,35205,33.5003284,-86.8262686,WILLIAMS MARGARET I (R/S),"7235 BRAMBLEBUSH DRIVE, FRISCO, TX, 75033",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:10.033Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5003284,-86.8262686","https://earth.google.com/web/search/33.5003284,-86.8262686",12300
29 00 02 2 024 017.000,JAMES RAYMOND,109 OMEGA ST,Birmingham,AL,35205,33.5004818,-86.8262319,JAMES RAYMOND,"5309 AVE P, BIRMINGHAM, AL, 35208",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:34.117Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5004818,-86.8262319","https://earth.google.com/web/search/33.5004818,-86.8262319",5700
29 00 02 2 024 021.000,BIRMINGHAM PROPERTY GROUP LLC (R/S),412 IOTA AVE,Birmingham,AL,35205,33.4997189,-86.8257718,BIRMINGHAM PROPERTY GROUP LLC (R/S),"2317 3RD AVENUE NORTH, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.090Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4997189,-86.8257718","https://earth.google.com/web/search/33.4997189,-86.8257718",6100
29 00 02 2 025 019.000,BIRMINGHAM PROPERTY GROUP LLC,421 IOTA AVE,Birmingham,AL,35205,33.49954,-86.8254613,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N    SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.063Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.49954,-86.8254613","https://earth.google.com/web/search/33.49954,-86.8254613",5500
29 00 02 2 025 020.000,BIRMINGHAM PROPERTY GROUP LLC (R/S),417 IOTA AVE,Birmingham,AL,35205,33.4995468,-86.8256083,BIRMINGHAM PROPERTY GROUP LLC (R/S),"2317 3RD AVE N SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.090Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4995468,-86.8256083","https://earth.google.com/web/search/33.4995468,-86.8256083",5500
29 00 02 2 025 039.000,WITT EDWARD E. JR,452 KAPPA AVE,Birmingham,AL,35205,33.498948,-86.8240612,WITT EDWARD E. JR,"660 FLAG CIR, HOOVER, AL, 35226",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:10.890Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.498948,-86.8240612","https://earth.google.com/web/search/33.498948,-86.8240612",52200
29 00 02 2 026 010.000,BIRMINGHAM PROPERTY GROUP LLC,306 KAPPA AVE,Birmingham,AL,35205,33.4989781,-86.8276593,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.067Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4989781,-86.8276593","https://earth.google.com/web/search/33.4989781,-86.8276593",9100
29 00 02 2 027 008.000,GREEN JOSEPHINE,100 3RD PL S,Birmingham,AL,35205,33.499647,-86.827964,GREEN JOSEPHINE,"100 3RD PL S, BIRMINGHAM, AL, 35205-3213",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:27.043Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.499647,-86.827964","https://earth.google.com/web/search/33.499647,-86.827964",4000
29 00 02 2 028 003.000,BIRMINGHAM PROPERTY GROUP LLC,213 KAPPA AVE,Birmingham,AL,35205,33.4993284,-86.8292547,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N    SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.067Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4993284,-86.8292547","https://earth.google.com/web/search/33.4993284,-86.8292547",6100
29 00 02 2 028 004.000,ARJUN,209 KAPPA AVE,Birmingham,AL,35205,33.4993289,-86.8292858,ARJUN,"2317 3RD AVE N    SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:05.083Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4993289,-86.8292858","https://earth.google.com/web/search/33.4993289,-86.8292858",10400
29 00 02 2 028 006.000,HICKS OLLIE,201 KAPPA AVE,Birmingham,AL,35205,33.4992651,-86.829413,HICKS OLLIE,"1437 MATT LEONARD DR SW, BIRMINGHAM, AL, 35211-5064",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:30.557Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4992651,-86.829413","https://earth.google.com/web/search/33.4992651,-86.829413",21100
29 00 02 2 029 003.000,HORN STEPHANIE MICHELLE,111 KAPPA AVE,Birmingham,AL,35205,33.4993494,-86.8303365,HORN STEPHANIE MICHELLE,"1695 FULTON AVE SW, BIRMINGHAM, AL, 35211",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:31.917Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4993494,-86.8303365","https://earth.google.com/web/search/33.4993494,-86.8303365",5300
29 00 02 3 001 014.000,WHETSTONE TROY,422 6TH AVE S,Birmingham,AL,35205,33.4965543,-86.8228375,WHETSTONE TROY,"5890 MOCKINGBIRD LN, PINSON, AL, 35126",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:08.953Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4965543,-86.8228375","https://earth.google.com/web/search/33.4965543,-86.8228375",76800
29 00 02 3 001 020.000,TAYLOR PATRICIA,520 ALPHA ST,Birmingham,AL,35205,33.4974978,-86.8223675,TAYLOR PATRICIA,"3424 CLEBURN AVE SW, BIRMINGHAM, AL, 35221",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:03.110Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4974978,-86.8223675","https://earth.google.com/web/search/33.4974978,-86.8223675",4900
29 00 02 3 001 022.000,PERRY MICHAEL,512 ALPHA ST,Birmingham,AL,35205,33.4975629,-86.8223679,PERRY MICHAEL,"41337 ALMOND AVE, PALMDALE, CA, 93551-2841",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:50.520Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4975629,-86.8223679","https://earth.google.com/web/search/33.4975629,-86.8223679",5700
29 00 02 3 001 027.000,BIRMINGHAM PROPERTY GROUP LLC,400 ALPHA ST,Birmingham,AL,35205,33.498388,-86.822241,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE NORTH, BIRMINGHAM, AL, 35213",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.067Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.498388,-86.822241","https://earth.google.com/web/search/33.498388,-86.822241",5700
29 00 02 3 003 005.000,BIRMINGHAM PROPERTY GROUP LLC,420 4TH AVE S,Birmingham,AL,35205,33.497477,-86.8259357,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N    STE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.067Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.497477,-86.8259357","https://earth.google.com/web/search/33.497477,-86.8259357",5000
29 00 02 3 004 005.000,HEARTH & HOME INVESTMENTS LLC,411 KAPPA AVE,Birmingham,AL,35205,33.4989329,-86.8259853,HEARTH & HOME INVESTMENTS LLC,"18 DEXTER LANE, KING PARK, NY, 11754",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:29.847Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4989329,-86.8259853","https://earth.google.com/web/search/33.4989329,-86.8259853",19800
29 00 02 3 004 008.000,HARTON CHRISTOPHER,407 KAPPA AVE,Birmingham,AL,35205,33.4989344,-86.8260536,HARTON CHRISTOPHER,"PO BOX 110203, BIRMINGHAM, AL, 35211",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:29.337Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4989344,-86.8260536","https://earth.google.com/web/search/33.4989344,-86.8260536",12200
29 00 02 3 004 016.000,AMFLOWERS LLC,329 OMEGA ST,Birmingham,AL,35205,33.4978794,-86.826142,AMFLOWERS LLC,"147 HOBBS DRIVE, FRANKLIN, TN, 37064",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:04.567Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4978794,-86.826142","https://earth.google.com/web/search/33.4978794,-86.826142",128500
29 00 02 3 004 024.000,BIRMINGHAM PROPERTY GROUP LLC,328 DELTA ST,Birmingham,AL,35205,33.4983627,-86.8253564,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVENUE NORTH STE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.067Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4983627,-86.8253564","https://earth.google.com/web/search/33.4983627,-86.8253564",5700
29 00 02 3 005 003.000,GATER STEPHAN,305 3RD AVE S,Birmingham,AL,35205,33.4982107,-86.8272512,GATER STEPHAN,"1034 MAIN STREET UNIT#316, GARDENDALE, AL, 35071",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:25.227Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4982107,-86.8272512","https://earth.google.com/web/search/33.4982107,-86.8272512",82700
29 00 02 3 005 007.000,REED MIESSHA (R/S),321 3RD ST S,Birmingham,AL,35205,33.4976521,-86.8269949,REED MIESSHA (R/S),"12491 ORCHARD TRACE, MOUNDVILLE, AL, 35274",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:53.187Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4976521,-86.8269949","https://earth.google.com/web/search/33.4976521,-86.8269949",24800
29 00 02 3 005 009.000,OLIVER JIMMY,304 4TH AVE S,Birmingham,AL,35205,33.4974108,-86.8267486,OLIVER JIMMY,"1310 5TH AVENUE W, BIRMINGHAM, AL, 35208",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:48.520Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4974108,-86.8267486","https://earth.google.com/web/search/33.4974108,-86.8267486",6400
29 00 02 3 005 012.000,GREGG KEJUAN,316 OMEGA ST,Birmingham,AL,35205,33.4979447,-86.826142,GREGG KEJUAN,"3945 RICHARD ARRINGTON JR BLVD, BIRMINGHAM, AL, 35234",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:27.193Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4979447,-86.826142","https://earth.google.com/web/search/33.4979447,-86.826142",4800
29 00 02 3 006 001.000,CANTELOW-JETT OCTAVIA R,207 3RD ST S,Birmingham,AL,35205,33.4976325,-86.8270942,CANTELOW-JETT OCTAVIA R,"1701 PINE AVE SW, BIRMINGHAM, AL, 35211-5426",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:13.100Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4976325,-86.8270942","https://earth.google.com/web/search/33.4976325,-86.8270942",3400
29 00 02 3 006 001.001,BIRMINGHAM PROPERTY GROUP LLC (R/S),205 3RD ST S,Birmingham,AL,35205,33.4987866,-86.8276157,BIRMINGHAM PROPERTY GROUP LLC (R/S),"2317 3RD AVE NORTH   SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.090Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4987866,-86.8276157","https://earth.google.com/web/search/33.4987866,-86.8276157",44100
29 00 02 3 006 003.000,BIRMINGHAM PROPERTY GROUP LLC,307 KAPPA AVE,Birmingham,AL,35205,33.4989777,-86.8276477,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.070Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4989777,-86.8276477","https://earth.google.com/web/search/33.4989777,-86.8276477",10200
29 00 02 3 006 004.000,BIRMINGHAM PROPERTY GROUP LLC,309 KAPPA AVE,Birmingham,AL,35205,33.4989771,-86.8276244,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.070Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4989771,-86.8276244","https://earth.google.com/web/search/33.4989771,-86.8276244",10200
29 00 02 3 007 008.000,FIRST HAND PROPERTY PRESERVATION,207 2ND AVE S,Birmingham,AL,35205,33.4985015,-86.8288674,FIRST HAND PROPERTY PRESERVATION,"2908 STEINER AVE SW, BIRMINGHAM, AL, 35211",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:23.147Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4985015,-86.8288674","https://earth.google.com/web/search/33.4985015,-86.8288674",67600
29 00 02 3 007 011.000,WALTON RUTH,205 2ND ST S,Birmingham,AL,35205,33.4981734,-86.8290437,WALTON RUTH,"11187 DAVIS PLACE, NORTHPORT, AL, 35475",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:07.523Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4981734,-86.8290437","https://earth.google.com/web/search/33.4981734,-86.8290437",47100
29 00 02 3 007 014.000,MALDONADO JOSE,208 3RD AVE S,Birmingham,AL,35205,33.4979284,-86.8285199,MALDONADO JOSE,"10701 WAYRIDGE DRIVE, MONTGOMERY VILLAGE, MD, 20886",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:41.300Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4979284,-86.8285199","https://earth.google.com/web/search/33.4979284,-86.8285199",45700
29 00 02 3 009 016.000,BIRMINGHAM PROPERTY GROUP LLC (R/S),130 2ND AVE S,Birmingham,AL,35205,,,BIRMINGHAM PROPERTY GROUP LLC (R/S),"2317 3RD AVE NO, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.090Z,,,,,,,,7800
29 00 02 3 010 001.000,STORY WERTNA G & HAZELRIG DEBRA A,69 2ND AVE S,Birmingham,AL,35205,33.497345,-86.8314598,STORY WERTNA G & HAZELRIG DEBRA A,"6201 LUPRE CIRCLE, MCCALLA, AL, 35111",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:01.783Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.497345,-86.8314598","https://earth.google.com/web/search/33.497345,-86.8314598",8000
29 00 02 3 011 002.000,BIRMINGHAM PROPERTY GROUP LLC,127 2ND AVE S,Birmingham,AL,35205,33.4978966,-86.8303455,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N STE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.070Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4978966,-86.8303455","https://earth.google.com/web/search/33.4978966,-86.8303455",10200
29 00 02 3 011 003.000,MW LLC,125 2ND AVE S,Birmingham,AL,35205,33.4980615,-86.8297635,MW LLC,"125 2ND AVE S, BIRMINGHAM, AL, 35205",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:46.857Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4980615,-86.8297635","https://earth.google.com/web/search/33.4980615,-86.8297635",64100
29 00 02 3 011 005.000,BIRMINGHAM PROPERTY GROUP LLC,119 2ND AVE S,Birmingham,AL,35205,33.4978521,-86.8304361,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVENUE NORTH   SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.070Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4978521,-86.8304361","https://earth.google.com/web/search/33.4978521,-86.8304361",3000
29 00 02 3 011 010.000,BIRMINGHAM PROPERTY GROUP LLC,106 3RD AVE S,Birmingham,AL,35205,33.4970366,-86.8300563,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE NORTH  SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.070Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4970366,-86.8300563","https://earth.google.com/web/search/33.4970366,-86.8300563",3900
29 00 02 3 011 017.000,BIRMINGHAM PROPERTY GROUP LLC,126 3RD AVE S,Birmingham,AL,35205,33.4971454,-86.8298273,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N   STE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.070Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4971454,-86.8298273","https://earth.google.com/web/search/33.4971454,-86.8298273",6000
29 00 02 3 012 002.000,WILLIAMS ANGELA,227 3RD AVE S,Birmingham,AL,35205,33.4976589,-86.8283556,WILLIAMS ANGELA,"7811 RALEIGH DR, TRUSSVILLE, AL, 35173",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:09.613Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4976589,-86.8283556","https://earth.google.com/web/search/33.4976589,-86.8283556",57200
29 00 02 3 013 002.000,BIRMINGHAM PROPERTY GROUP LLC,127 3RD AVE S,Birmingham,AL,35205,33.4970024,-86.8297303,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N   STE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.073Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4970024,-86.8297303","https://earth.google.com/web/search/33.4970024,-86.8297303",7800
29 00 02 3 013 003.000,BIRMINGHAM PROPERTY GROUP LLC,117 3RD AVE S,Birmingham,AL,35205,33.4971209,-86.8291812,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVENUE NORTH #101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.073Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4971209,-86.8291812","https://earth.google.com/web/search/33.4971209,-86.8291812",119300
29 00 02 3 013 005.000,ESCALANTE GUSMAN YENER ROBERTO,111 3RD AVE S,Birmingham,AL,35205,33.4969798,-86.8294929,ESCALANTE GUSMAN YENER ROBERTO,"111 3SR AVENUE S, BIRMINGHAM, AL, 35205",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:22.013Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4969798,-86.8294929","https://earth.google.com/web/search/33.4969798,-86.8294929",43700
29 00 02 3 014 006.000,HRABOWSKI JAMES L,52 4TH AVE S,Birmingham,AL,35205,33.4953852,-86.8310102,HRABOWSKI JAMES L,"5411 HENNESSY CIR, ATLANTA, GA, 30349",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:32.373Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4953852,-86.8310102","https://earth.google.com/web/search/33.4953852,-86.8310102",10800
